Online_Epoch_KMeans_4_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,96.05254685967753,69.06997381185315,26.982573047824342,94.1564034727651,85.81139210074521
Online_Epoch_KMeans_8_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,96.60001084659902,69.14437321635604,27.455637630243,94.31429733223513,86.8738232384076
Online_Epoch_KMeans_12_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,97.14428608680404,69.69710041831135,27.447185668492686,95.6973765467117,88.77033350249889
Online_Epoch_KMeans_16_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,97.31780452936569,69.30641653519879,28.01138799416689,94.83790548308082,89.97989053351644
Online_Epoch_KMeans_20_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,97.86847768330986,69.89960501589607,27.968872667413763,96.56902296941064,90.72110228727307
Online_Range_Fast_Manhattan_4_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,85.96828478427707,64.26552385979119,21.70276092448591,87.29231246890853,55.247671698628984
Offline_KMeans_4_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,99.22152397473766,69.97664830958243,29.244875665155234,96.63469113002978,98.25029882749284
Offline_KMeans_8_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,99.44945979597992,70.08924533411394,29.360214461865986,99.38648661705801,98.97352371857303
Offline_KMeans_12_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,99.54541569122618,70.16937844455008,29.376037246676105,99.57756222437203,99.0477811443156
Offline_KMeans_16_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,99.60412029999256,70.17235000188745,29.431770298105107,99.58219854917627,99.19068693458478
Offline_KMeans_20_60_0.3_False_Throughput_-1_60_src0_src1_src2_src3_dst0_dst1_dst2_dst3_sport_dport_ttl_len,99.6401765136911,70.20221042872106,29.437966084970036,99.64414812270411,99.214958779245
